com_pos_x,com_pos_y,com_pos_z,com_quat_w,com_quat_x,com_quat_y,com_quat_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15
0.00518118,0.0616153,0.433423,0.0416102,-0.258685,0.0315751,0.964548,-0.213057,0.92992,-0.603202,-5.2689e-06,-2.06136,0.261792,-0.314575,-0.605498,2.2768,-0.0456866,-1.21597,1.98399,0.000168364,2.28007e-05,-1.73239e-05,-0.000198913
0.00516996,0.0614266,0.433423,0.0417278,-0.258712,0.0317626,0.96453,-0.213057,0.92992,-0.603202,-5.27324e-06,-2.06136,0.261792,-0.313509,-0.605579,2.27642,-0.0430398,-1.21689,1.98768,0.000168364,2.32557e-05,-1.77661e-05,-0.000199099
0.0051596,0.0612367,0.433426,0.0418599,-0.258742,0.0319563,0.96451,-0.213057,0.92992,-0.603202,-5.27577e-06,-2.06136,0.261793,-0.312465,-0.605657,2.27604,-0.0404383,-1.21778,1.99129,0.000168364,2.37101e-05,-1.82044e-05,-0.000199286
0.00514988,0.0610476,0.433429,0.0420001,-0.258773,0.0321524,0.964489,-0.213057,0.92992,-0.603202,-5.27564e-06,-2.06136,0.261793,-0.311444,-0.605734,2.27567,-0.0378844,-1.21864,1.99482,0.000168364,2.41633e-05,-1.86363e-05,-0.000199477
0.00514046,0.0608617,0.433432,0.0421402,-0.258805,0.0323459,0.964468,-0.213057,0.92992,-0.603202,-5.2732e-06,-2.06136,0.261793,-0.310446,-0.605807,2.27531,-0.0353801,-1.21948,1.99826,0.000168364,2.46154e-05,-1.90619e-05,-0.000199672
0.00513112,0.0606811,0.433434,0.0422739,-0.258836,0.032533,0.964447,-0.213057,0.92992,-0.603202,-5.26956e-06,-2.06136,0.261793,-0.309473,-0.605879,2.27496,-0.0329276,-1.22028,2.00161,0.000168364,2.50668e-05,-1.94829e-05,-0.000199868
0.00512174,0.0605067,0.433435,0.0423982,-0.258864,0.0327119,0.964428,-0.213057,0.92992,-0.603202,-5.26592e-06,-2.06136,0.261793,-0.308523,-0.605948,2.27461,-0.0305289,-1.22106,2.00487,0.000168364,2.55179e-05,-1.99017e-05,-0.000200066
0.00511239,0.0603384,0.433434,0.0425143,-0.258892,0.0328832,0.96441,-0.213057,0.92992,-0.603202,-5.26314e-06,-2.06136,0.261793,-0.307599,-0.606015,2.27427,-0.0281861,-1.22181,2.00804,0.000168364,2.5969e-05,-2.03201e-05,-0.000200264
0.0051032,0.0601752,0.433433,0.0426255,-0.258918,0.0330487,0.964392,-0.213057,0.92992,-0.603202,-5.26146e-06,-2.06136,0.261793,-0.306701,-0.606079,2.27395,-0.0259012,-1.22253,2.01112,0.000168364,2.64204e-05,-2.0739e-05,-0.000200461
0.0050943,0.0600161,0.433432,0.0427353,-0.258944,0.0332105,0.964375,-0.213057,0.92992,-0.603202,-5.2606e-06,-2.06136,0.261793,-0.305829,-0.606142,2.27363,-0.0236761,-1.22322,2.0141,0.000168364,2.68719e-05,-2.1158e-05,-0.000200659
0.00508579,0.0598606,0.433431,0.0428461,-0.25897,0.03337,0.964357,-0.213057,0.92992,-0.603202,-5.26003e-06,-2.06136,0.261793,-0.304984,-0.606201,2.27332,-0.0215129,-1.22388,2.01699,0.000168364,2.73234e-05,-2.15764e-05,-0.000200856
0.00507766,0.0597085,0.433431,0.0429583,-0.258997,0.0335272,0.96434,-0.213057,0.92992,-0.603202,-5.25923e-06,-2.06136,0.261793,-0.304165,-0.606259,2.27302,-0.0194133,-1.22452,2.01978,0.000168364,2.77746e-05,-2.19929e-05,-0.000201055
0.00507205,0.0595595,0.433433,0.0430733,-0.259022,0.0336829,0.964322,-0.213057,0.92992,-0.603202,-5.26092e-06,-2.06136,0.261793,-0.303375,-0.606314,2.27273,-0.0173793,-1.22513,2.02248,0.000168364,2.82127e-05,-2.24011e-05,-0.000201255
0.00506807,0.0594128,0.433436,0.0431942,-0.259047,0.0338388,0.964305,-0.213057,0.92992,-0.603202,-5.26631e-06,-2.06136,0.261793,-0.302613,-0.606367,2.27245,-0.0154127,-1.22571,2.02507,0.000168364,2.86436e-05,-2.27958e-05,-0.000201456
0.00506204,0.0592706,0.433438,0.0433134,-0.259075,0.0339906,0.964287,-0.213057,0.92992,-0.603202,-5.26841e-06,-2.06136,0.261793,-0.30188,-0.606418,2.27218,-0.0135153,-1.22627,2.02757,0.000168364,2.90733e-05,-2.3185e-05,-0.00020166
0.00505519,0.059135,0.433438,0.0434242,-0.259101,0.0341344,0.96427,-0.213057,0.92992,-0.603202,-5.26821e-06,-2.06136,0.261792,-0.301175,-0.606466,2.27192,-0.0116887,-1.2268,2.02996,0.000168364,2.95022e-05,-2.35706e-05,-0.000201866
0.0050482,0.0590069,0.433437,0.0435238,-0.259125,0.0342682,0.964254,-0.213057,0.92992,-0.603202,-5.2676e-06,-2.06136,0.261792,-0.300501,-0.606512,2.27167,-0.00993459,-1.2273,2.03225,0.000168364,2.99308e-05,-2.39546e-05,-0.000202074
0.0050411,0.0588861,0.433435,0.0436136,-0.259148,0.0343929,0.964239,-0.213057,0.92992,-0.603202,-5.26741e-06,-2.06136,0.261792,-0.299856,-0.606556,2.27143,-0.00825456,-1.22778,2.03444,0.000168364,3.03595e-05,-2.43387e-05,-0.000202281
0.00503389,0.0587716,0.433433,0.043697,-0.259169,0.0345105,0.964226,-0.213057,0.92992,-0.603202,-5.26789e-06,-2.06136,0.261792,-0.299242,-0.606598,2.27121,-0.00665015,-1.22823,2.03652,0.000168364,3.07885e-05,-2.47238e-05,-0.000202488
0.00502684,0.0586623,0.433432,0.0437777,-0.259189,0.0346231,0.964213,-0.213057,0.92992,-0.603202,-5.26875e-06,-2.06136,0.261792,-0.298658,-0.606637,2.27099,-0.00512283,-1.22865,2.03849,0.000168364,3.12175e-05,-2.51095e-05,-0.000202695
0.00502009,0.0585576,0.43343,0.043858,-0.259209,0.0347319,0.9642,-0.213057,0.92992,-0.603202,-5.26951e-06,-2.06136,0.261792,-0.298106,-0.606674,2.27079,-0.00367401,-1.22905,2.04036,0.000168364,3.16466e-05,-2.54949e-05,-0.000202901
0.00501347,0.0584576,0.433429,0.0439378,-0.259229,0.034837,0.964187,-0.213057,0.92992,-0.603202,-5.2697e-06,-2.06136,0.261792,-0.297584,-0.606709,2.27059,-0.00230504,-1.22943,2.04212,0.000168364,3.20781e-05,-2.58794e-05,-0.000203108
0.00500353,0.0583646,0.433425,0.0440097,-0.259251,0.0349341,0.964174,-0.213057,0.92992,-0.603202,-5.2626e-06,-2.06136,0.261792,-0.297095,-0.606741,2.27041,-0.00101719,-1.22978,2.04378,0.000168364,3.25254e-05,-2.62739e-05,-0.000203317
0.00499532,0.0582788,0.433422,0.0440728,-0.259269,0.0350224,0.964163,-0.213057,0.92992,-0.603202,-5.25555e-06,-2.06136,0.261793,-0.296637,-0.606772,2.27024,0.00018833,-1.2301,2.04532,0.000168364,3.2973e-05,-2.66717e-05,-0.000203526
0.00498887,0.0581992,0.43342,0.0441312,-0.259284,0.0351043,0.964154,-0.213057,0.92992,-0.603202,-5.25078e-06,-2.06136,0.261793,-0.296212,-0.6068,2.27009,0.00131041,-1.2304,2.04675,0.000168364,3.34212e-05,-2.70704e-05,-0.000203733
0.00498295,0.0581247,0.433419,0.0441882,-0.259298,0.0351815,0.964144,-0.213057,0.92992,-0.603202,-5.24738e-06,-2.06136,0.261793,-0.295819,-0.606826,2.26994,0.002348,-1.23068,2.04808,0.000168364,3.38697e-05,-2.7469e-05,-0.00020394
0.00497724,0.0580552,0.433418,0.0442445,-0.259312,0.0352548,0.964135,-0.213057,0.92992,-0.603202,-5.24434e-06,-2.06136,0.261793,-0.29546,-0.606849,2.26981,0.0033001,-1.23093,2.04929,0.000168364,3.43182e-05,-2.78669e-05,-0.000204148
0.00497181,0.0579908,0.433417,0.0442993,-0.259325,0.0353235,0.964127,-0.213057,0.92992,-0.603202,-5.24117e-06,-2.06136,0.261793,-0.295133,-0.606871,2.26969,0.00416582,-1.23116,2.05039,0.000168364,3.47664e-05,-2.82633e-05,-0.000204356
0.00496664,0.0579324,0.433416,0.0443505,-0.259338,0.0353863,0.964119,-0.213057,0.92992,-0.603202,-5.23778e-06,-2.06136,0.261793,-0.294839,-0.60689,2.26958,0.00494433,-1.23136,2.05138,0.000168364,3.52143e-05,-2.86579e-05,-0.000204566
0.00496162,0.0578803,0.433416,0.0443962,-0.259349,0.0354422,0.964112,-0.213057,0.92992,-0.603202,-5.2343e-06,-2.06136,0.261793,-0.294578,-0.606907,2.26948,0.00563491,-1.23154,2.05226,0.000168364,3.56619e-05,-2.90509e-05,-0.000204776
0.00495668,0.0578352,0.433415,0.0444351,-0.259358,0.0354902,0.964105,-0.213057,0.92992,-0.603202,-5.23096e-06,-2.06136,0.261793,-0.294351,-0.606922,2.26939,0.0062369,-1.2317,2.05302,0.000168364,3.61094e-05,-2.9443e-05,-0.000204986
0.00513093,0.0578912,0.433398,0.0441699,-0.259415,0.0353507,0.964108,-0.213057,0.929937,-0.603256,-5.06471e-06,-2.06136,0.261806,-0.294325,-0.606915,2.26936,0.00629797,-1.23169,2.05307,0.000168364,3.65063e-05,0.00696939,-0.00720484
0.00569155,0.0579884,0.433417,0.043753,-0.259444,0.0351263,0.964127,-0.213057,0.930067,-0.603663,-5.09838e-06,-2.06136,0.261911,-0.294298,-0.606833,2.26917,0.00629621,-1.23154,2.05283,0.000168364,3.69663e-05,0.0149684,-0.0152047
0.00628053,0.0580114,0.433544,0.0435777,-0.259485,0.0350407,0.964127,-0.213057,0.930412,-0.604749,-5.28539e-06,-2.06136,0.262192,-0.294222,-0.606612,2.26865,0.00630686,-1.23114,2.05223,0.000168365,3.7476e-05,0.0229676,-0.0232047
0.00684477,0.0579707,0.433765,0.0436191,-0.259567,0.0350771,0.964102,-0.213057,0.931061,-0.606789,-5.4573e-06,-2.06136,0.262722,-0.294075,-0.606197,2.26766,0.00633444,-1.23038,2.05111,0.000168366,3.79863e-05,0.0309668,-0.0312046
0.00738597,0.0579041,0.434095,0.043749,-0.259652,0.0351589,0.96407,-0.213057,0.932087,-0.610015,-5.59892e-06,-2.06136,0.26356,-0.293842,-0.60554,2.2661,0.0063828,-1.22919,2.04935,0.000168367,3.84916e-05,0.0389661,-0.0392045
0.00790469,0.0578455,0.434542,0.0438515,-0.259705,0.0352168,0.964049,-0.213057,0.933552,-0.614621,-5.71917e-06,-2.06136,0.264756,-0.293508,-0.604602,2.26388,0.00645509,-1.22748,2.04684,0.000168368,3.89943e-05,0.0469653,-0.0472044
0.00839834,0.057804,0.435113,0.0438956,-0.259716,0.0352319,0.964043,-0.213057,0.935506,-0.620766,-5.82654e-06,-2.06136,0.266352,-0.293061,-0.603351,2.2609,0.00655394,-1.22521,2.04348,0.00016837,3.94983e-05,0.0549645,-0.0552043
0.00886669,0.0577743,0.435819,0.0438983,-0.259685,0.0352136,0.964052,-0.213057,0.937992,-0.62858,-5.92427e-06,-2.06136,0.268383,-0.292494,-0.601759,2.25712,0.00668141,-1.22232,2.03922,0.000168371,4.00052e-05,0.0629638,-0.0632043
0.00931101,0.0577489,0.436673,0.0438839,-0.259611,0.0351759,0.964074,-0.213057,0.941042,-0.638168,-6.01222e-06,-2.06136,0.270874,-0.291797,-0.599807,2.25248,0.00683916,-1.21878,2.034,0.000168372,4.05142e-05,0.070963,-0.0712042
0.00973208,0.0577246,0.437684,0.0438616,-0.259494,0.0351242,0.964109,-0.213057,0.944681,-0.64961,-6.08931e-06,-2.06136,0.273847,-0.290965,-0.597476,2.24694,0.00702846,-1.21455,2.02776,0.000168374,4.1024e-05,0.0789622,-0.0792041
0.0101298,0.0577029,0.438854,0.0438243,-0.259329,0.0350545,0.964157,-0.213057,0.94893,-0.662968,-6.15519e-06,-2.06136,0.277318,-0.289993,-0.594755,2.24047,0.00725025,-1.20961,2.02049,0.000168376,4.15336e-05,0.0869615,-0.087204
0.010504,0.0576872,0.440185,0.043759,-0.259112,0.0349593,0.964222,-0.213057,0.953802,-0.678285,-6.21059e-06,-2.06136,0.281299,-0.288879,-0.591635,2.23305,0.0075052,-1.20395,2.01214,0.000168377,4.20428e-05,0.0949607,-0.0952039
0.0108554,0.0576801,0.441676,0.0436561,-0.258839,0.0348337,0.964304,-0.213057,0.959306,-0.695587,-6.25678e-06,-2.06136,0.285795,-0.28762,-0.588111,2.22467,0.00779369,-1.19756,2.00272,0.000168379,4.25519e-05,0.10296,-0.103204
0.0111852,0.057682,0.443326,0.0435118,-0.258507,0.034676,0.964406,-0.213057,0.965444,-0.714884,-6.29486e-06,-2.06136,0.29081,-0.286216,-0.58418,2.21533,0.0081159,-1.19042,1.99221,0.00016838,4.30609e-05,0.110959,-0.111204
0.0114952,0.0576929,0.445135,0.0433247,-0.258114,0.0344863,0.964526,-0.213057,0.972217,-0.736176,-6.32555e-06,-2.06136,0.296343,-0.284667,-0.579843,2.20502,0.00847174,-1.18256,1.98061,0.000168382,4.35699e-05,0.118959,-0.119204
0.0117873,0.0577129,0.447099,0.0430923,-0.257658,0.034264,0.964666,-0.213057,0.97962,-0.759449,-6.34933e-06,-2.06136,0.302391,-0.282973,-0.575103,2.19375,0.00886097,-1.17395,1.96793,0.000168383,4.40786e-05,0.126958,-0.127204
0.0120636,0.0577428,0.449214,0.0428103,-0.257137,0.0340077,0.964827,-0.213057,0.987645,-0.784678,-6.36672e-06,-2.06136,0.308947,-0.281138,-0.569964,2.18153,0.00928313,-1.16463,1.95419,0.000168385,4.45868e-05,0.134957,-0.135204
0.0123263,0.057784,0.451477,0.0424729,-0.256548,0.0337152,0.965009,-0.213057,0.996281,-0.811829,-6.37833e-06,-2.06136,0.316003,-0.279162,-0.564433,2.16838,0.00973763,-1.1546,1.9394,0.000168386,4.50946e-05,0.142956,-0.143203
0.0125776,0.0578378,0.453879,0.0420747,-0.25589,0.0333846,0.965213,-0.213057,1.00551,-0.840856,-6.38492e-06,-2.06136,0.323546,-0.27705,-0.558521,2.15432,0.0102237,-1.14387,1.92359,0.000168388,4.56018e-05,0.150956,-0.151203
0.0128204,0.0579054,0.456416,0.0416111,-0.255162,0.0330142,0.965438,-0.213057,1.01533,-0.871709,-6.3872e-06,-2.06136,0.331564,-0.274805,-0.552236,2.13938,0.0107405,-1.13247,1.90679,0.000168389,4.61086e-05,0.158955,-0.159203
0.0130572,0.0579878,0.459079,0.041078,-0.254361,0.0326032,0.965686,-0.213057,1.0257,-0.904326,-6.38594e-06,-2.06136,0.340041,-0.272431,-0.545592,2.12359,0.0112869,-1.12041,1.88902,0.00016839,4.66151e-05,0.166954,-0.167203
0.0132909,0.0580862,0.46186,0.040472,-0.253488,0.0321509,0.965957,-0.213057,1.03662,-0.938641,-6.38182e-06,-2.06136,0.348958,-0.269934,-0.538602,2.10697,0.0118619,-1.10773,1.87033,0.000168392,4.7121e-05,0.174954,-0.175203
0.0135245,0.0582017,0.464752,0.0397901,-0.252542,0.0316568,0.966249,-0.213057,1.04805,-0.97458,-6.37542e-06,-2.06136,0.358298,-0.267319,-0.531282,2.08956,0.0124641,-1.09445,1.85076,0.000168393,4.76265e-05,0.182953,-0.183203
0.0137608,0.0583353,0.467745,0.0390292,-0.251522,0.0311204,0.966563,-0.213057,1.05997,-1.01206,-6.36745e-06,-2.06136,0.368039,-0.264591,-0.523646,2.07141,0.0130923,-1.0806,1.83034,0.000168394,4.81316e-05,0.190952,-0.191203
0.0140029,0.0584884,0.47083,0.038187,-0.250429,0.0305414,0.966899,-0.213057,1.07236,-1.051,-6.35859e-06,-2.06136,0.378159,-0.261757,-0.515714,2.05255,0.013745,-1.06621,1.80914,0.000168395,4.86365e-05,0.198952,-0.199203
0.0142536,0.0586618,0.473997,0.0372619,-0.249264,0.0299204,0.967256,-0.213057,1.08518,-1.09131,-6.34954e-06,-2.06136,0.388635,-0.258824,-0.507503,2.03303,0.0144206,-1.05131,1.78718,0.000168396,4.91412e-05,0.206951,-0.207203
0.014498,0.0588585,0.477242,0.0362472,-0.248047,0.0292558,0.967627,-0.213057,1.09841,-1.1329,-6.42073e-06,-2.06136,0.399441,-0.255797,-0.499033,2.01289,0.0151177,-1.03594,1.76453,0.000168397,4.96837e-05,0.214951,-0.215203
0.0146587,0.0590624,0.480571,0.0351929,-0.246863,0.0285827,0.967989,-0.213057,1.11201,-1.17565,-6.39368e-06,-2.06136,0.410553,-0.252686,-0.490323,1.99218,0.0158345,-1.02014,1.74125,0.000168398,5.02313e-05,0.22295,-0.223203
0.0146828,0.0592885,0.483994,0.034065,-0.245779,0.027893,0.968325,-0.213057,1.12595,-1.21948,-6.64053e-06,-2.06136,0.421942,-0.249496,-0.481395,1.97096,0.0165693,-1.00395,1.71738,0.0001684,5.08784e-05,0.23095,-0.231203
0.0143506,0.0594577,0.487565,0.0330774,-0.245029,0.0273199,0.968566,-0.213057,1.1402,-1.26427,-6.49604e-06,-2.06136,0.433583,-0.246237,-0.472271,1.94927,0.0173205,-0.987393,1.69298,0.000168401,5.14335e-05,0.238949,-0.239203
0.0139992,0.0595054,0.491249,0.0323624,-0.244328,0.0269212,0.968779,-0.213057,1.15472,-1.30992,-6.31148e-06,-2.06136,0.445445,-0.242916,-0.462974,1.92716,0.0180858,-0.970524,1.66812,0.000168402,5.19724e-05,0.246948,-0.247202
0.013612,0.0594826,0.495018,0.0317836,-0.243662,0.0266183,0.968974,-0.213057,1.16947,-1.35631,-6.13795e-06,-2.06136,0.457501,-0.23954,-0.453525,1.90469,0.0188634,-0.953381,1.64286,0.000168402,5.25102e-05,0.254948,-0.255202
0.0131806,0.0594479,0.498815,0.0311953,-0.243009,0.0263277,0.969165,-0.213057,1.18443,-1.40333,-5.93454e-06,-2.06136,0.46972,-0.236119,-0.443949,1.88192,0.0196515,-0.936005,1.61725,0.000168403,5.30229e-05,0.262947,-0.263202
0.0127143,0.0594413,0.502617,0.0305073,-0.242347,0.0259973,0.969361,-0.213057,1.19955,-1.45085,-5.73797e-06,-2.06136,0.482071,-0.23266,-0.434268,1.8589,0.020448,-0.918441,1.59136,0.000168403,5.35264e-05,0.270946,-0.271202
0.0122194,0.0594642,0.506411,0.0297227,-0.241673,0.0256288,0.969564,-0.213057,1.21479,-1.49877,-5.55783e-06,-2.06136,0.494525,-0.229173,-0.424507,1.8357,0.0212513,-0.900732,1.56527,0.000168404,5.403e-05,0.278945,-0.279202
0.0117266,0.0594934,0.510188,0.0289002,-0.240973,0.0252552,0.969773,-0.213057,1.23012,-1.54697,-5.35231e-06,-2.06136,0.50705,-0.225665,-0.414691,1.81236,0.0220591,-0.882922,1.53902,0.000168404,5.44973e-05,0.286945,-0.287202
0.0112458,0.0595198,0.513947,0.0280615,-0.240252,0.0248892,0.969985,-0.213057,1.2455,-1.59532,-5.24685e-06,-2.06136,0.519614,-0.222147,-0.404843,1.78894,0.0228696,-0.865055,1.51269,0.000168404,5.49692e-05,0.294944,-0.295202
0.0106996,0.0595304,0.517699,0.0272375,-0.239591,0.0245507,0.970181,-0.213057,1.26089,-1.64369,-5.21032e-06,-2.06136,0.532187,-0.218627,-0.394988,1.76551,0.0236808,-0.847176,1.48634,0.000168404,5.53758e-05,0.302943,-0.303202
0.0101368,0.0594444,0.521494,0.0266051,-0.238987,0.0243415,0.970353,-0.213057,1.27625,-1.69198,-5.34457e-06,-2.06136,0.544736,-0.215112,-0.385151,1.74212,0.0244906,-0.82933,1.46004,0.000168404,5.54722e-05,0.310943,-0.311202
0.00958526,0.0592326,0.525262,0.0262151,-0.238424,0.0242897,0.970503,-0.213057,1.29154,-1.74006,-5.52589e-06,-2.06136,0.55723,-0.211613,-0.375355,1.71884,0.0252968,-0.811562,1.43385,0.000168404,5.53171e-05,0.318943,-0.319202
0.00904702,0.0589565,0.528996,0.0259316,-0.237881,0.024316,0.970644,-0.213057,1.30673,-1.78781,-5.84901e-06,-2.06136,0.569637,-0.208138,-0.365627,1.69572,0.0260972,-0.793916,1.40784,0.000168404,5.48293e-05,0.326943,-0.327202
0.00845289,0.058708,0.532608,0.0255619,-0.237376,0.0243082,0.970777,-0.213057,1.32177,-1.83511,-6.10166e-06,-2.06136,0.581928,-0.204695,-0.35599,1.67281,0.0268899,-0.776437,1.38209,0.000168403,5.43175e-05,0.334943,-0.335202
0.00781189,0.058581,0.53607,0.0249331,-0.236872,0.0241636,0.97092,-0.213057,1.33664,-1.88184,-6.26003e-06,-2.06136,0.59407,-0.201294,-0.346471,1.65018,0.0276732,-0.759168,1.35664,0.000168403,5.38176e-05,0.342943,-0.343201
0.00716963,0.058483,0.539436,0.0242479,-0.236374,0.0239964,0.971063,-0.213057,1.35128,-1.92788,-6.38378e-06,-2.06136,0.606034,-0.197944,-0.337092,1.62788,0.0284461,-0.742154,1.33156,0.000168402,5.33279e-05,0.350943,-0.351201
0.00654874,0.0583831,0.542725,0.0235572,-0.23588,0.0238383,0.971204,-0.213057,1.36567,-1.97312,-6.49079e-06,-2.06136,0.617789,-0.194652,-0.327876,1.60597,0.0292054,-0.725436,1.30692,0.000168401,5.28381e-05,0.358943,-0.359201
0.00592668,0.0582781,0.545929,0.022876,-0.235416,0.0236959,0.971337,-0.213057,1.37977,-2.01743,-6.59988e-06,-2.06136,0.629306,-0.191428,-0.318848,1.58451,0.0299491,-0.709058,1.28279,0.000168401,5.23439e-05,0.366943,-0.367201
0.00528669,0.0581583,0.549032,0.0222274,-0.235004,0.023581,0.971454,-0.213057,1.39354,-2.06072,-6.69885e-06,-2.06136,0.640556,-0.188278,-0.310029,1.56354,0.0306755,-0.69306,1.25921,0.0001684,5.18528e-05,0.374943,-0.375201
0.00464723,0.0580165,0.552022,0.021629,-0.234633,0.0235013,0.971559,-0.213057,1.40694,-2.10288,-6.75041e-06,-2.06136,0.651509,-0.18521,-0.301443,1.54313,0.0313827,-0.677483,1.23625,0.000168399,5.13683e-05,0.382943,-0.383201
0.00402374,0.0578524,0.554901,0.0210837,-0.234297,0.0234567,0.971653,-0.213057,1.41996,-2.14378,-6.77881e-06,-2.06136,0.66214,-0.182234,-0.29311,1.52332,0.032069,-0.662365,1.21397,0.000168398,5.08874e-05,0.390943,-0.3912
0.00342136,0.0576684,0.557665,0.0205892,-0.233993,0.0234441,0.971737,-0.213057,1.43254,-2.18334,-6.7895e-06,-2.06136,0.67242,-0.179355,-0.285052,1.50416,0.0327326,-0.647746,1.19243,0.000168397,5.041e-05,0.398943,-0.3992
0.00284299,0.0574694,0.560305,0.0201392,-0.233722,0.023458,0.971812,-0.213057,1.44466,-2.22145,-6.78353e-06,-2.06136,0.682324,-0.176582,-0.277289,1.4857,0.0333719,-0.633662,1.17167,0.000168396,4.99366e-05,0.406943,-0.4072
0.00229303,0.0572615,0.562817,0.0197254,-0.233481,0.0234916,0.971877,-0.213057,1.45629,-2.25802,-6.76242e-06,-2.06136,0.691827,-0.173921,-0.26984,1.46799,0.0339853,-0.620148,1.15176,0.000168394,4.94669e-05,0.414943,-0.4152
0.00177688,0.0570495,0.565197,0.019342,-0.233269,0.0235397,0.971935,-0.213057,1.46741,-2.29295,-6.72968e-06,-2.06136,0.700905,-0.171379,-0.262724,1.45108,0.0345713,-0.607239,1.13273,0.000168393,4.90006e-05,0.422943,-0.4232
0.00129972,0.056836,0.567441,0.0189877,-0.233083,0.0235995,0.971985,-0.213057,1.47797,-2.32616,-6.68933e-06,-2.06136,0.709535,-0.168963,-0.25596,1.43499,0.0351283,-0.594967,1.11465,0.000168391,4.85372e-05,0.430943,-0.4312
0.000866271,0.0566217,0.569547,0.0186646,-0.232925,0.0236702,0.972027,-0.213057,1.48796,-2.35756,-6.64416e-06,-2.06136,0.717695,-0.166678,-0.249565,1.41979,0.035655,-0.583363,1.09755,0.00016839,4.80763e-05,0.438943,-0.439199
0.000480976,0.0564066,0.571514,0.018376,-0.232794,0.023752,0.972062,-0.213057,1.49734,-2.38707,-6.59545e-06,-2.06136,0.725364,-0.164531,-0.243553,1.40549,0.03615,-0.572457,1.08147,0.000168388,4.76175e-05,0.446942,-0.447199
0.000148208,0.0561909,0.573338,0.0181244,-0.232689,0.0238444,0.97209,-0.213057,1.50611,-2.41462,-6.54335e-06,-2.06136,0.732524,-0.162526,-0.237942,1.39215,0.0366121,-0.562275,1.06647,0.000168387,4.71611e-05,0.454942,-0.455199
-0.000127717,0.0559759,0.575019,0.0179106,-0.232609,0.0239462,0.97211,-0.213057,1.51422,-2.44014,-6.48754e-06,-2.06136,0.739156,-0.160669,-0.232744,1.37979,0.0370401,-0.552844,1.05257,0.000168385,4.67073e-05,0.462942,-0.463199
-0.000342563,0.0557639,0.576555,0.0177332,-0.232554,0.0240549,0.972124,-0.213057,1.52167,-2.46356,-6.42787e-06,-2.06136,0.745243,-0.158965,-0.227973,1.36845,0.037433,-0.544188,1.03981,0.000168383,4.62562e-05,0.470942,-0.471199
-0.000492236,0.055558,0.577945,0.0175895,-0.232522,0.0241675,0.972132,-0.213057,1.52844,-2.48483,-6.36463e-06,-2.06136,0.75077,-0.157417,-0.223641,1.35815,0.0377897,-0.536328,1.02823,0.000168381,4.58079e-05,0.478942,-0.479198
-0.00057285,0.0553616,0.579187,0.0174764,-0.23251,0.0242805,0.972134,-0.213057,1.5345,-2.50389,-6.29861e-06,-2.06136,0.755723,-0.15603,-0.219758,1.34892,0.0381094,-0.529285,1.01785,0.000168379,4.53626e-05,0.486942,-0.487198
-0.000580805,0.0551775,0.580281,0.017391,-0.232518,0.0243911,0.972131,-0.213057,1.53985,-2.5207,-6.23092e-06,-2.06136,0.76009,-0.154808,-0.216336,1.34078,0.0383913,-0.523075,1.0087,0.000168377,4.492e-05,0.494942,-0.495198
-0.000601746,0.0549913,0.581257,0.0173666,-0.232489,0.0245165,0.972135,-0.213057,1.54274,-2.53521,-6.4825e-06,-2.06136,0.763861,-0.153752,-0.213379,1.33375,0.0386347,-0.517713,1.00079,0.000168381,4.44626e-05,0.499942,-0.500198
-0.00098577,0.0546783,0.582093,0.0175999,-0.232472,0.024773,0.972128,-0.213057,1.54132,-2.54756,-6.70973e-06,-2.06136,0.767071,-0.152851,-0.210859,1.32777,0.0388404,-0.513149,0.994064,0.000168382,4.40185e-05,0.499942,-0.500198
-0.00143037,0.0543534,0.582698,0.0178888,-0.23255,0.0250476,0.972097,-0.213057,1.53615,-2.55807,-6.52014e-06,-2.06136,0.769803,-0.152083,-0.208717,1.32268,0.0390137,-0.509268,0.988338,0.000168386,4.36256e-05,0.499943,-0.500198
-0.00178603,0.0540805,0.58323,0.0181272,-0.232597,0.0252774,0.972076,-0.213056,1.5251,-2.56701,-6.25118e-06,-2.06136,0.772127,-0.15143,-0.206893,1.31835,0.0391604,-0.505966,0.983466,0.000168392,4.32546e-05,0.499943,-0.500199
-0.00205203,0.0538873,0.583717,0.0182674,-0.232596,0.0254352,0.972069,-0.213056,1.50643,-2.57462,-6.03715e-06,-2.06136,0.774105,-0.150874,-0.205342,1.31467,0.0392854,-0.503158,0.979321,0.000168401,4.28928e-05,0.499944,-0.500199
-0.002272,0.053735,0.584134,0.0183694,-0.232588,0.0255589,0.972066,-0.213056,1.47876,-2.58109,-5.90711e-06,-2.06136,0.775787,-0.150401,-0.204022,1.31153,0.0393924,-0.500769,0.975794,0.000168412,4.25362e-05,0.499944,-0.5002
-0.0024665,0.0535982,0.584478,0.0184656,-0.23259,0.025671,0.972061,-0.213056,1.44101,-2.5866,-5.80451e-06,-2.06136,0.777219,-0.15,-0.202899,1.30887,0.0394836,-0.498736,0.972794,0.000168424,4.21855e-05,0.499945,-0.5002
