-0.0482673,-1.00349e-05,0.46353,3.59744e-06,1.0912e-05,1.43678e-05,1,4.54325e-06,0.7904,-1.48191,-6.48916e-06,0.790412,-1.48193,5.72967e-06,-0.790645,1.4819,-4.53392e-06,-0.790633,1.48188,0.0100582,0.0100575,0.0096491,0.00955831
-0.0483479,-1.0017e-05,0.463052,3.68601e-06,1.14021e-05,1.48324e-05,1,3.61156e-06,0.79194,-1.48467,-7.23282e-06,0.791955,-1.48469,6.00842e-06,-0.792531,1.48465,-4.00124e-06,-0.792517,1.48462,0.0100582,0.0100575,0.0096491,0.00955831
-0.0484359,-9.9869e-06,0.462491,3.76123e-06,6.36871e-06,1.5368e-05,1,2.60989e-06,0.793735,-1.48785,-8.03627e-06,0.793748,-1.48787,6.37923e-06,-0.794688,1.48783,-3.41954e-06,-0.794676,1.48781,0.0100583,0.0100575,0.0096491,0.00955831
-0.0485291,-9.94567e-06,0.461892,3.80936e-06,-1.84124e-06,1.5898e-05,1,1.64589e-06,0.795658,-1.49125,-8.79621e-06,0.795669,-1.49126,6.77501e-06,-0.796996,1.49124,-2.82488e-06,-0.796985,1.49123,0.0100583,0.0100575,0.00964911,0.00955831
-0.0486253,-9.89515e-06,0.461287,3.81828e-06,-1.15693e-05,1.63943e-05,1,7.87382e-07,0.797601,-1.49468,-9.46101e-06,0.79761,-1.49469,7.19301e-06,-0.799337,1.4947,-2.22207e-06,-0.799329,1.49469,0.0100583,0.0100575,0.00964911,0.00955832
-0.0487231,-9.83688e-06,0.460698,3.7764e-06,-2.1523e-05,1.68461e-05,1,7.45756e-08,0.799488,-1.49802,-9.99257e-06,0.799495,-1.49803,7.64413e-06,-0.80163,1.49808,-1.5952e-06,-0.801624,1.49807,0.0100583,0.0100575,0.00964911,0.00955832
-0.048821,-9.77284e-06,0.460138,3.68576e-06,-3.07071e-05,1.72558e-05,1,-4.97919e-07,0.80127,-1.5012,-1.039e-05,0.801275,-1.5012,8.13001e-06,-0.803819,1.50128,-9.41582e-07,-0.803814,1.50128,0.0100583,0.0100575,0.00964911,0.00955832
-0.0489181,-9.70405e-06,0.459617,3.53717e-06,-3.83803e-05,1.76291e-05,1,-9.15278e-07,0.802913,-1.50416,-1.0643e-05,0.802917,-1.50415,8.67635e-06,-0.805868,1.50425,-2.29906e-07,-0.805864,1.50425,0.0100583,0.0100575,0.00964911,0.00955832
-0.0490136,-9.63174e-06,0.459141,3.33157e-06,-4.40182e-05,1.79706e-05,1,-1.18811e-06,0.804401,-1.50686,-1.07488e-05,0.804403,-1.50686,9.29165e-06,-0.807753,1.50696,5.42371e-07,-0.80775,1.50696,0.0100583,0.0100575,0.00964911,0.00955832
-0.0491068,-9.55684e-06,0.458714,3.06835e-06,-4.72791e-05,1.82863e-05,1,-1.31788e-06,0.805721,-1.5093,-1.07166e-05,0.805721,-1.50929,9.98469e-06,-0.809462,1.50938,1.38997e-06,-0.809459,1.50939,0.0100582,0.0100575,0.00964911,0.00955832
-0.0491973,-9.48089e-06,0.458336,2.76322e-06,-4.79746e-05,1.85823e-05,1,-1.33909e-06,0.80687,-1.51146,-1.05813e-05,0.806869,-1.51145,1.07308e-05,-0.810989,1.51151,2.29509e-06,-0.810986,1.51152,0.0100582,0.0100575,0.00964911,0.00955832
-0.0492847,-9.40491e-06,0.458008,2.42572e-06,-4.60428e-05,1.8862e-05,1,-1.27773e-06,0.807848,-1.51334,-1.03583e-05,0.807847,-1.51333,1.15228e-05,-0.812331,1.51335,3.23943e-06,-0.812328,1.51336,0.0100582,0.0100575,0.00964911,0.00955832
-0.0493687,-9.3299e-06,0.45773,2.069e-06,-4.15238e-05,1.91247e-05,1,-1.15274e-06,0.808658,-1.51495,-1.0075e-05,0.808656,-1.51493,1.23307e-05,-0.81349,1.5149,4.20266e-06,-0.813488,1.5149,0.0100582,0.0100575,0.00964911,0.00955832
-0.0494493,-9.2564e-06,0.4575,1.69756e-06,-3.45414e-05,1.93747e-05,1,-9.81091e-07,0.809304,-1.51629,-9.74119e-06,0.809302,-1.51628,1.31557e-05,-0.814471,1.51616,5.17967e-06,-0.814468,1.51617,0.0100582,0.0100575,0.00964911,0.00955832
-0.0495262,-9.18513e-06,0.457317,1.32071e-06,-2.52828e-05,1.96174e-05,1,-7.82491e-07,0.809793,-1.51738,-9.38497e-06,0.809789,-1.51736,1.39848e-05,-0.815278,1.51715,6.16373e-06,-0.815275,1.51716,0.0100582,0.0100575,0.00964911,0.00955832
-0.0495995,-9.1173e-06,0.457179,9.61009e-07,-1.39846e-05,1.985e-05,1,-5.98596e-07,0.810129,-1.51821,-9.04137e-06,0.810125,-1.51819,1.47735e-05,-0.815917,1.51788,7.10634e-06,-0.815914,1.51789,0.0100582,0.0100575,0.00964911,0.00955832
-0.0496692,-9.05222e-06,0.457085,6.03016e-07,-9.18292e-07,2.00766e-05,1,-4.0538e-07,0.810319,-1.5188,-8.68649e-06,0.810315,-1.51878,1.55559e-05,-0.816394,1.51836,8.04306e-06,-0.81639,1.51837,0.0100582,0.0100575,0.00964911,0.00955832
-0.0497352,-8.9902e-06,0.457033,2.5086e-07,1.36216e-05,2.03e-05,1,-2.11776e-07,0.81037,-1.51916,-8.33345e-06,0.810365,-1.51914,1.63276e-05,-0.816716,1.5186,8.97057e-06,-0.816711,1.5186,0.0100582,0.0100575,0.00964911,0.00955832
-0.0497976,-8.93145e-06,0.45702,-9.0586e-08,2.93279e-05,2.05194e-05,1,-2.69138e-08,0.810286,-1.5193,-7.98894e-06,0.810281,-1.51927,1.70791e-05,-0.816887,1.5186,9.87745e-06,-0.816883,1.51861,0.0100582,0.0100575,0.00964911,0.00955832
-0.0498566,-8.87567e-06,0.457046,-4.27175e-07,4.58887e-05,2.07343e-05,1,1.59459e-07,0.810074,-1.51922,-7.63897e-06,0.810068,-1.51919,1.78202e-05,-0.816915,1.51839,1.0774e-05,-0.81691,1.51839,0.0100582,0.0100575,0.00964911,0.00955832
-0.0499121,-8.82342e-06,0.45711,-7.50456e-07,6.29956e-05,2.09538e-05,1,3.22323e-07,0.809738,-1.51893,-7.31518e-06,0.809733,-1.5189,1.85468e-05,-0.816805,1.51796,1.16584e-05,-0.8168,1.51797,0.0100582,0.0100575,0.00964911,0.00955832
-0.0499643,-8.77482e-06,0.457208,-1.05287e-06,8.03482e-05,2.11665e-05,1,4.59612e-07,0.809285,-1.51844,-7.01399e-06,0.809279,-1.51841,1.92317e-05,-0.816563,1.51734,1.24973e-05,-0.816557,1.51734,0.0100582,0.0100575,0.00964911,0.00955832
-0.0500133,-8.72971e-06,0.457341,-1.3396e-06,9.76613e-05,2.13818e-05,1,5.71226e-07,0.808717,-1.51776,-6.73914e-06,0.808711,-1.51773,1.9894e-05,-0.816192,1.51652,1.33155e-05,-0.816186,1.51652,0.0100582,0.0100575,0.00964911,0.00955832
-0.0500592,-8.68816e-06,0.457507,-1.6049e-06,0.000114668,2.15919e-05,1,6.54061e-07,0.80804,-1.51688,-6.49171e-06,0.808034,-1.51686,2.05148e-05,-0.815699,1.51551,1.40911e-05,-0.815692,1.51552,0.0100582,0.0100574,0.00964911,0.00955832
-0.0501021,-8.65035e-06,0.457704,-1.84734e-06,0.000131121,2.18073e-05,1,6.93553e-07,0.807257,-1.51583,-6.28656e-06,0.807251,-1.5158,2.11029e-05,-0.815087,1.51433,1.48349e-05,-0.815079,1.51434,0.0100582,0.0100574,0.00964911,0.00955832
-0.0501421,-8.61677e-06,0.457932,-2.05156e-06,0.0001468,2.20177e-05,1,6.76981e-07,0.806371,-1.5146,-6.14638e-06,0.806365,-1.51457,2.16142e-05,-0.81436,1.51298,1.5508e-05,-0.814352,1.51299,0.0100582,0.0100574,0.00964911,0.00955832
-0.0501794,-8.58775e-06,0.458189,-2.2121e-06,0.000161506,2.22321e-05,1,5.74578e-07,0.805387,-1.51319,-6.08262e-06,0.805381,-1.51316,2.20545e-05,-0.813522,1.51146,1.61049e-05,-0.813514,1.51147,0.0100582,0.0100574,0.00964911,0.00955831
-0.050214,-8.56269e-06,0.458475,-2.33676e-06,0.00017507,2.24471e-05,1,4.10228e-07,0.804307,-1.51162,-6.08334e-06,0.8043,-1.51159,2.24317e-05,-0.812577,1.50979,1.66392e-05,-0.812569,1.50979,0.0100582,0.0100574,0.0096491,0.00955831
-0.050246,-8.54086e-06,0.458789,-2.43614e-06,0.000187349,2.26574e-05,1,2.09705e-07,0.803133,-1.50989,-6.1199e-06,0.803127,-1.50986,2.27585e-05,-0.811528,1.50796,1.71224e-05,-0.811519,1.50796,0.0100582,0.0100574,0.0096491,0.00955831
-0.0502756,-8.52168e-06,0.459129,-2.52169e-06,0.000198225,2.28677e-05,1,-1.1257e-08,0.801869,-1.50799,-6.17712e-06,0.801863,-1.50796,2.30622e-05,-0.810378,1.50598,1.75826e-05,-0.810369,1.50599,0.0100582,0.0100574,0.0096491,0.00955831
-0.0503028,-8.50482e-06,0.459495,-2.59843e-06,0.00020761,2.30768e-05,1,-2.4084e-07,0.800517,-1.50594,-6.24563e-06,0.800511,-1.50591,2.33496e-05,-0.809131,1.50386,1.80295e-05,-0.809121,1.50386,0.0100582,0.0100574,0.0096491,0.00955831
-0.0503277,-8.49107e-06,0.459887,-2.64949e-06,0.000215438,2.32843e-05,1,-5.13037e-07,0.799079,-1.50374,-6.35497e-06,0.799072,-1.50371,2.35902e-05,-0.807787,1.50159,1.84287e-05,-0.807778,1.5016,0.0100582,0.0100574,0.0096491,0.00955831
-0.0503506,-8.4802e-06,0.460303,-2.67686e-06,0.00022167,2.34893e-05,1,-8.22551e-07,0.797557,-1.50139,-6.5009e-06,0.79755,-1.50136,2.3788e-05,-0.806351,1.49919,1.8781e-05,-0.806342,1.4992,0.0100582,0.0100574,0.0096491,0.00955831
-0.0503713,-8.47292e-06,0.460742,-2.66605e-06,0.00022629,2.36963e-05,1,-1.20174e-06,0.795953,-1.49889,-6.71677e-06,0.795947,-1.49886,2.39171e-05,-0.804825,1.49666,1.90678e-05,-0.804815,1.49667,0.0100582,0.0100574,0.0096491,0.00955831
-0.0503901,-8.46822e-06,0.461205,-2.63257e-06,0.000229303,2.38997e-05,1,-1.61295e-06,0.794269,-1.49626,-6.96809e-06,0.794263,-1.49622,2.40007e-05,-0.803211,1.494,1.93092e-05,-0.803201,1.49401,0.0100582,0.0100574,0.0096491,0.00955831
-0.0504069,-8.46581e-06,0.46169,-2.5814e-06,0.000230735,2.41016e-05,1,-2.05299e-06,0.792507,-1.49348,-7.24563e-06,0.792502,-1.49344,2.40523e-05,-0.801511,1.49121,1.95165e-05,-0.8015,1.49122,0.0100582,0.0100574,0.0096491,0.00955831
-0.050422,-8.46598e-06,0.462198,-2.50508e-06,0.000230629,2.43022e-05,1,-2.53456e-06,0.790669,-1.49057,-7.5653e-06,0.790664,-1.49053,2.40578e-05,-0.799727,1.48829,1.96752e-05,-0.799717,1.4883,0.0100582,0.0100574,0.0096491,0.00955831
-0.0504353,-8.46902e-06,0.462726,-2.39722e-06,0.000229045,2.45051e-05,1,-3.07583e-06,0.788756,-1.48752,-7.94241e-06,0.788751,-1.48749,2.40077e-05,-0.797861,1.48526,1.97797e-05,-0.797851,1.48527,0.0100582,0.0100574,0.0096491,0.00955831
-0.050447,-8.47414e-06,0.463275,-2.26941e-06,0.000226056,2.47036e-05,1,-3.64247e-06,0.786771,-1.48434,-8.35208e-06,0.786765,-1.48431,2.39152e-05,-0.795916,1.4821,1.98432e-05,-0.795906,1.48211,0.0100582,0.0100574,0.0096491,0.00955831
