time_s,base_error_x_m,base_error_y_m,base_error_z_m,base_orientation_error_rad,wheel_error_fl_m,wheel_error_fr_m,wheel_error_rl_m,wheel_error_rr_m,contact_mismatch_fl,contact_mismatch_fr,contact_mismatch_rl,contact_mismatch_rr,solve_ms,rollout_termination_rate
5.799999999999999600e-01,-1.548576354980468750e-02,3.904914855957031250e-02,-1.296424865722656250e-02,3.076589666306972504e-02,5.461615696549415588e-02,5.159668624401092529e-02,5.533006787300109863e-02,6.424974650144577026e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.750654296875000000e+02,0.000000000000000000e+00
5.999999999999999778e-01,-1.633834838867187500e-02,3.840827941894531250e-02,-1.331973075866699219e-02,3.584178537130355835e-02,6.212813034653663635e-02,5.041893571615219116e-02,5.521648749709129333e-02,6.478004157543182373e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.624019470214843750e+02,0.000000000000000000e+00
6.199999999999999956e-01,-1.664924621582031250e-02,3.795051574707031250e-02,-1.427453756332397461e-02,4.089408367872238159e-02,6.911492347717285156e-02,4.897574707865715027e-02,5.732423067092895508e-02,6.409616768360137939e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.666142272949218750e+02,0.000000000000000000e+00
6.400000000000000133e-01,-1.632499694824218750e-02,3.773689270019531250e-02,-1.498305797576904297e-02,4.410866647958755493e-02,7.372246682643890381e-02,4.809260368347167969e-02,6.056430190801620483e-02,6.461023539304733276e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.727031250000000000e+02,0.000000000000000000e+00
6.600000000000000311e-01,-1.544952392578125000e-02,3.803062438964843750e-02,-1.457679271697998047e-02,4.941666871309280396e-02,7.298202812671661377e-02,4.711250588297843933e-02,6.512702256441116333e-02,7.069604843854904175e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.514493255615234375e+02,0.000000000000000000e+00
6.800000000000000488e-01,-1.428604125976562500e-02,3.730964660644531250e-02,-1.331144571304321289e-02,5.169010907411575317e-02,6.905281543731689453e-02,4.570307210087776184e-02,6.682378798723220825e-02,7.608935981988906860e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.694714660644531250e+02,0.000000000000000000e+00
7.000000000000000666e-01,-1.296424865722656250e-02,3.573608398437500000e-02,-1.307088136672973633e-02,4.594098404049873352e-02,6.195367872714996338e-02,4.390698298811912537e-02,7.071486860513687134e-02,7.519444823265075684e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.692247619628906250e+02,0.000000000000000000e+00
7.199999999999999734e-01,-8.705139160156250000e-03,3.819847106933593750e-02,-1.262658834457397461e-02,6.028079614043235779e-02,5.961420014500617981e-02,4.209040850400924683e-02,7.298760861158370972e-02,9.099604189395904541e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.663700866699218750e+02,0.000000000000000000e+00
7.399999999999999911e-01,-4.810333251953125000e-03,3.916549682617187500e-02,-1.341015100479125977e-02,6.054525077342987061e-02,5.470765009522438049e-02,4.106560349464416504e-02,7.873909920454025269e-02,9.437406808137893677e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.647233581542968750e+02,0.000000000000000000e+00
7.600000000000000089e-01,9.880065917968750000e-04,4.109954833984375000e-02,-1.465493440628051758e-02,7.154992967844009399e-02,5.068579688668251038e-02,3.982431814074516296e-02,7.973203063011169434e-02,1.035934314131736755e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.612215576171875000e+02,0.000000000000000000e+00
7.800000000000000266e-01,7.625579833984375000e-03,4.245758056640625000e-02,-1.583582162857055664e-02,8.434190601110458374e-02,4.543416574597358704e-02,3.884772956371307373e-02,8.106239885091781616e-02,1.097668409347534180e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.615857238769531250e+02,0.000000000000000000e+00
8.000000000000000444e-01,1.307678222656250000e-02,4.312133789062500000e-02,-1.712387800216674805e-02,1.026851087808609009e-01,4.042182117700576782e-02,3.823643177747726440e-02,8.137117326259613037e-02,1.162994578480720520e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.129966430664062500e+02,0.000000000000000000e+00
