time_s,base_error_x_m,base_error_y_m,base_error_z_m,base_orientation_error_rad,wheel_error_fl_m,wheel_error_fr_m,wheel_error_rl_m,wheel_error_rr_m,contact_mismatch_fl,contact_mismatch_fr,contact_mismatch_rl,contact_mismatch_rr,solve_ms,rollout_termination_rate
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.907348632812500000e-06,5.960464477539062500e-08,4.991888999938964844e-07,1.921282091643661261e-06,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.663599243164062500e+02,0.000000000000000000e+00
4.000000000000000083e-02,-7.972717285156250000e-04,-3.604888916015625000e-04,-1.181423664093017578e-03,5.213418509811162949e-03,5.530016031116247177e-03,1.844074809923768044e-03,1.396513311192393303e-03,1.583087025210261345e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.434555664062500000e+02,0.000000000000000000e+00
5.999999999999999778e-02,-4.922866821289062500e-03,-5.359649658203125000e-04,-3.114879131317138672e-03,1.094012893736362457e-02,5.447462666779756546e-03,3.227569395676255226e-03,2.938194200396537781e-03,2.210150472819805145e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.275874633789062500e+02,0.000000000000000000e+00
8.000000000000000167e-02,-1.045799255371093750e-02,3.871917724609375000e-04,-6.605625152587890625e-03,1.503402367234230042e-02,7.606488652527332306e-03,7.232988718897104263e-03,8.685760200023651123e-03,4.697035998106002808e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.368018188476562500e+02,0.000000000000000000e+00
1.000000000000000056e-01,-1.582527160644531250e-02,8.583068847656250000e-04,-1.045477390289306641e-02,1.458322070538997650e-02,1.176990102976560593e-02,1.544372085481882095e-02,1.634220406413078308e-02,4.385697655379772186e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.449252319335937500e+02,0.000000000000000000e+00
1.199999999999999956e-01,-1.990890502929687500e-02,1.205444335937500000e-03,-1.472884416580200195e-02,1.722192019224166870e-02,1.531519368290901184e-02,2.024748548865318298e-02,2.295563183724880219e-02,4.203358199447393417e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.107680664062500000e+02,0.000000000000000000e+00
1.400000000000000133e-01,-2.210617065429687500e-02,1.274108886718750000e-03,-1.861196756362915039e-02,1.919890567660331726e-02,1.782319135963916779e-02,2.295017801225185394e-02,2.821823582053184509e-02,4.121049307286739349e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.431721191406250000e+02,1.562500000000000000e-02
1.600000000000000033e-01,-2.275657653808593750e-02,1.094818115234375000e-03,-2.174550294876098633e-02,1.919890567660331726e-02,1.960643380880355835e-02,2.483975514769554138e-02,3.325759992003440857e-02,4.170440603047609329e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.338046875000000000e+02,3.906250000000000000e-03
1.799999999999999933e-01,-2.235412597656250000e-02,6.294250488281250000e-04,-2.381509542465209961e-02,1.639931835234165192e-02,2.047794684767723083e-02,2.754812873899936676e-02,3.779864311218261719e-02,4.128251690417528152e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.414147949218750000e+02,3.906250000000000000e-03
2.000000000000000111e-01,-2.135276794433593750e-02,-9.727478027343750000e-05,-2.488154172897338867e-02,1.051791198551654816e-02,2.029355429112911224e-02,3.150255978107452393e-02,4.238370060920715332e-02,4.504954442381858826e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.165456542968750000e+02,0.000000000000000000e+00
2.200000000000000011e-01,-2.007293701171875000e-02,-8.487701416015625000e-04,-2.513790130615234375e-02,6.587277166545391083e-03,1.971444115042686462e-02,3.629675135016441345e-02,4.659095034003257751e-02,4.703423473984003067e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.640176391601562500e+02,0.000000000000000000e+00
2.399999999999999911e-01,-1.869964599609375000e-02,-1.337051391601562500e-03,-2.525460720062255859e-02,9.838604368269443512e-03,2.023148164153099060e-02,3.975916653871536255e-02,4.910224676132202148e-02,4.570192657411098480e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.355452270507812500e+02,0.000000000000000000e+00
2.600000000000000089e-01,-1.749038696289062500e-02,-1.497268676757812500e-03,-2.499359846115112305e-02,1.472962647676467896e-02,2.103629522025585175e-02,3.773438930511474609e-02,4.823207110166549683e-02,4.587904084473848343e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.320015258789062500e+02,0.000000000000000000e+00
2.800000000000000266e-01,-1.627349853515625000e-02,-1.516342163085937500e-03,-2.356576919555664062e-02,1.702699996531009674e-02,2.149934694170951843e-02,3.136159107089042664e-02,4.465277493000030518e-02,4.629442933946847916e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.187532958984375000e+02,0.000000000000000000e+00
2.999999999999999889e-01,-1.445198059082031250e-02,-1.646041870117187500e-03,-2.109599113464355469e-02,1.490661408752202988e-02,2.171666361391544342e-02,2.481775730848312378e-02,3.991150856018066406e-02,4.588631447404623032e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.301320190429687500e+02,0.000000000000000000e+00
3.200000000000000067e-01,-1.155471801757812500e-02,-2.117156982421875000e-03,-1.793104410171508789e-02,1.487459149211645126e-02,2.160254493355751038e-02,1.899831928312778473e-02,3.510216996073722839e-02,4.589238669723272324e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.561713867187500000e+02,3.906250000000000000e-03
3.400000000000000244e-01,-7.469177246093750000e-03,-2.843856811523437500e-03,-1.497483253479003906e-02,1.765937544405460358e-02,2.053525857627391815e-02,1.316927466541528702e-02,3.007927909493446350e-02,4.469901323318481445e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.284014892578125000e+02,0.000000000000000000e+00
